owner/repo,lang,label,wilcoxon_pvalue,identical,delta,eff_size,invalid,summary_treatment,summary_control
desktop/desktop,TYPESCRIPT,good first issue,2.200E-16,False,0.69,large,False,Min=0;Median=2.000;Mean=2.227;Max=8;std_dev=1.578,Min=0;Median=0.000;Mean=0.550;Max=12;std_dev=1.760
Foundry376/Mailspring,TYPESCRIPT,Hacktoberfest,5.542E-07,False,0.3699593,medium,False,Min=0;Median=0.000;Mean=0.604;Max=10;std_dev=1.055,Min=0;Median=0.000;Mean=0.020;Max=1;std_dev=0.140
grafana/grafana,TYPESCRIPT,beginner friendly,2.200E-16,False,0.7050919,large,False,Min=0;Median=6.000;Mean=6.562;Max=57;std_dev=4.517,Min=0;Median=2.000;Mean=2.596;Max=8;std_dev=1.940
jupyter-widgets/ipywidgets,TYPESCRIPT,good first issue,,,,,True,,
microsoft/TypeScript,TYPESCRIPT,Good First Issue,,,,,True,,
microsoft/vscode,TYPESCRIPT,good first issue,,,,,True,,
mozilla/voice-web,TYPESCRIPT,good first issue,9.929E-02,False,0.1421175,negligible,False,Min=0;Median=1.000;Mean=1.082;Max=5;std_dev=1.112,Min=0;Median=0.000;Mean=1.135;Max=10;std_dev=1.990
NativeScript/NativeScript,TYPESCRIPT,good first issue,,,,,True,,
nteract/nteract,TYPESCRIPT,hacktoberfest,4.697E-06,False,0.3590757,medium,False,Min=0;Median=0.000;Mean=0.573;Max=5;std_dev=0.803,Min=0;Median=0.000;Mean=0.065;Max=1;std_dev=0.250
storybookjs/storybook,TYPESCRIPT,good first issue,,,,,True,,
vuetifyjs/vuetify,TYPESCRIPT,good first issue,2.200E-16,False,0.7307109,large,False,Min=0;Median=4.000;Mean=4.113;Max=11;std_dev=2.445,Min=0;Median=0.500;Mean=1.089;Max=5;std_dev=1.443
